region,category,ds,actual,yhat,yhat_lower,yhat_upper,is_forecast
All,Technology,2017-09-03,280.782,915.8445984683881,0.0,3213.276376816214,False
All,Technology,2017-09-04,3079.91,1202.2648037637612,0.0,3445.9860958409904,False
All,Technology,2017-09-05,546.784,890.8389481086049,0.0,3234.0416319099936,False
All,Technology,2017-09-06,361.444,853.9634159531179,0.0,3194.1841082900705,False
All,Technology,2017-09-07,0.0,577.6114982932971,0.0,2799.0239942384433,False
All,Technology,2017-09-08,152.712,757.9161142136119,0.0,3048.2428336244334,False
All,Technology,2017-09-09,0.0,1036.9682852436722,0.0,3129.367510578834,False
All,Technology,2017-09-10,1239.6399999999999,1054.6388163471947,0.0,3319.9788919808925,False
All,Technology,2017-09-11,5900.986,1103.2017976025575,0.0,3713.833303642642,False
All,Technology,2017-09-12,167.652,1010.1596653985195,0.0,3416.897192845938,False
All,Technology,2017-09-13,179.92,962.6261645189668,0.0,3260.7848897096874,False
All,Technology,2017-09-14,437.85,675.1828273539799,0.0,2916.6853929469303,False
All,Technology,2017-09-15,0.0,844.0893033457534,0.0,3141.727460420512,False
All,Technology,2017-09-16,0.0,1111.552740183792,0.0,3270.2684964654445,False
All,Technology,2017-09-17,1013.018,1117.5471735732267,0.0,3531.7922899523346,False
All,Technology,2017-09-18,239.984,1154.4354233164408,0.0,3669.051587520527,False
All,Technology,2017-09-19,249.95,1049.7932735583765,0.0,3388.071187893468,False
All,Technology,2017-09-20,0.0,990.7923172632875,0.0,3272.969154898372,False
All,Technology,2017-09-21,0.0,692.0570712542393,0.0,2991.7185504015624,False
All,Technology,2017-09-22,161.916,849.876664476977,0.0,3115.2489014786747,False
All,Technology,2017-09-23,0.0,1106.476241339944,0.0,3431.717288984218,False
All,Technology,2017-09-24,0.0,1101.8389511407263,0.0,3323.545454205578,False
All,Technology,2017-09-25,1024.662,1128.3309120337726,0.0,3538.8157584861797,False
All,Technology,2017-09-26,531.976,1013.5287981034019,0.0,3367.3557511355334,False
All,Technology,2017-09-27,1001.584,944.6062845825711,0.0,3272.492727625942,False
All,Technology,2017-09-28,0.0,636.1948016530345,0.0,3029.3951230286552,False
All,Technology,2017-09-29,1105.41,784.5987380469019,0.0,3072.8667271593367,False
All,Technology,2017-09-30,0.0,1032.0700749361579,0.0,3476.0481924583105,False
All,Technology,2017-10-01,149.412,1018.6331655939853,0.0,3468.9269139640755,False
All,Technology,2017-10-02,17499.95,1036.7119052827393,0.0,3460.922096654445,False
All,Technology,2017-10-03,0.0,913.9588128218661,0.0,3168.0350775216234,False
All,Technology,2017-10-04,5452.59,837.6421537209454,0.0,3115.4577717973934,False
All,Technology,2017-10-05,0.0,522.506476394644,0.0,2840.7280570262396,False
All,Technology,2017-10-06,771.6700000000001,664.9866536308969,0.0,2991.49426241995,False
All,Technology,2017-10-07,837.6,907.480393303091,0.0,3338.1456096719376,False
All,Technology,2017-10-08,0.0,890.1699515492993,0.0,3140.1594575470417,False
All,Technology,2017-10-09,23.976,118.96836451182185,0.0,2340.055862300986,False
All,Technology,2017-10-10,15.992,781.7286730813652,0.0,2940.7698096350696,False
All,Technology,2017-10-11,0.0,705.8557914305495,0.0,2997.2289539317258,False
All,Technology,2017-10-12,0.0,392.9308707808834,0.0,2695.6790593774676,False
All,Technology,2017-10-13,191.976,539.5340948707096,0.0,2854.4294947080125,False
All,Technology,2017-10-14,2941.384,788.1876657388456,0.0,2927.071842086227,False
All,Technology,2017-10-15,5.5,779.1710584959309,0.0,3127.0238765148706,False
All,Technology,2017-10-16,0.0,805.1380437008761,0.0,2974.1137570421106,False
All,Technology,2017-10-17,449.97,693.9353087323487,0.0,3157.35553330277,False
All,Technology,2017-10-18,0.0,632.9791457562925,0.0,2927.0190154573834,False
All,Technology,2017-10-19,0.0,337.1059334541911,0.0,2737.759333620429,False
All,Technology,2017-10-20,317.68,502.7768673168588,0.0,2613.154916748376,False
All,Technology,2017-10-21,439.392,772.3422607066851,0.0,3131.742294659969,False
All,Technology,2017-10-22,0.0,785.856491989174,0.0,3140.294382216683,False
All,Technology,2017-10-23,0.0,835.6962091435712,0.0,3196.9560775194627,False
All,Technology,2017-10-24,1349.946,749.3816757343412,0.0,3090.448923324445,False
All,Technology,2017-10-25,783.96,713.957734136952,0.0,2960.72275793703,False
All,Technology,2017-10-26,0.0,443.85009159623894,0.0,2730.24517593254,False
All,Technology,2017-10-27,0.0,635.0772173954981,0.0,2920.1227755120085,False
All,Technology,2017-10-28,302.376,929.5232064290323,0.0,3227.223829090353,False
All,Technology,2017-10-29,0.0,966.7623464872652,0.0,3291.967324583576,False
All,Technology,2017-10-30,0.0,1038.6878681114104,0.0,3418.8946334821944,False
All,Technology,2017-10-31,0.0,972.3444949879644,0.0,3265.008664982426,False
All,Technology,2017-11-01,89.91199999999999,954.3209921177188,0.0,3249.2699773964027,False
All,Technology,2017-11-02,0.0,698.6181003855608,0.0,3236.2941988654143,False
All,Technology,2017-11-03,334.94100000000003,900.871913088065,0.0,3098.120509646815,False
All,Technology,2017-11-04,686.4,1202.6375661191007,0.0,3503.2764654604875,False
All,Technology,2017-11-05,837.638,1243.2238265556912,0.0,3529.3500457269793,False
All,Technology,2017-11-06,0.0,1314.330673274761,0.0,3698.8155801959797,False
All,Technology,2017-11-07,1223.876,1242.8892223884748,0.0,3540.0411884262644,False
All,Technology,2017-11-08,0.0,1215.4599437371414,0.0,3573.773531565413,False
All,Technology,2017-11-09,479.97,946.1043446075653,0.0,3260.2927787308654,False
All,Technology,2017-11-10,1604.732,1217.5125800386327,0.0,3597.937324597534,False
All,Technology,2017-11-11,449.918,634.3093391203131,0.0,3035.3477803254987,False
All,Technology,2017-11-12,235.96,1426.2334063126723,0.0,3812.958102040838,False
All,Technology,2017-11-13,2279.96,1469.1003499064136,0.0,3763.538164557426,False
All,Technology,2017-11-14,1803.9060000000002,1366.792175206578,0.0,3707.859576138996,False
All,Technology,2017-11-15,460.76599999999996,1306.4215772178234,0.0,3571.979997301117,False
All,Technology,2017-11-16,0.0,1002.6568164181554,0.0,3415.156842327939,False
All,Technology,2017-11-17,67.176,1151.9338833814109,0.0,3629.657465451876,False
All,Technology,2017-11-18,1976.152,1396.7254102289698,0.0,3658.731985869294,False
All,Technology,2017-11-19,71.96,1377.3571873087212,0.0,3812.9234343441535,False
All,Technology,2017-11-20,1747.674,1386.6247477912489,0.0,3634.681221472271,False
All,Technology,2017-11-21,516.861,1252.6098298558873,0.0,3585.9829530982024,False
All,Technology,2017-11-22,24.032,1163.053197164287,0.0,3374.490801684083,False
All,Technology,2017-11-23,0.0,228.01340363697966,0.0,2627.6450054056827,False
All,Technology,2017-11-24,2531.82,959.9953678293789,0.0,3296.835819591929,False
All,Technology,2017-11-25,5099.860999999999,1186.3442164145213,0.0,3405.860049586672,False
All,Technology,2017-11-26,3594.952,1152.912256685811,0.0,3453.6687605907023,False
All,Technology,2017-11-27,486.102,1152.735235487252,0.0,3304.758719892351,False
All,Technology,2017-11-28,441.882,1014.0279559722601,0.0,3143.493139627759,False
All,Technology,2017-11-29,58.416,924.5526308456433,0.0,3258.5956159418315,False
All,Technology,2017-11-30,36.192,599.4620986155118,0.0,2867.283864574352,False
All,Technology,2017-12-01,1181.838,735.4985337682758,0.0,3019.4582325158667,False
All,Technology,2017-12-02,795.5500000000001,975.2531108181428,0.0,3192.232752886337,False
All,Technology,2017-12-03,1649.95,958.9777933077381,0.0,3150.3634610834024,False
All,Technology,2017-12-04,78.15,979.2019107176693,0.0,3359.4640951707142,False
All,Technology,2017-12-05,1234.4,863.5534133698803,0.0,3109.2061856858345,False
All,Technology,2017-12-06,1590.296,799.1412423371823,0.0,3142.6272146408523,False
All,Technology,2017-12-07,0.0,500.41442115173413,0.0,2679.5036091233724,False
All,Technology,2017-12-08,1546.75,663.378116250069,0.0,2772.079449019658,False
All,Technology,2017-12-09,130.6,929.8716977544491,0.0,3044.6679209202434,False
All,Technology,2017-12-10,44.75,939.3995097423497,0.0,3405.0018970422534,False
All,Technology,2017-12-11,2188.854,983.7665292355314,0.0,3209.5821612055697,False
All,Technology,2017-12-12,1291.8319999999999,889.9183175094321,0.0,3314.25923285531,False
All,Technology,2017-12-13,63.88,844.3411795782577,0.0,3287.993835099346,False
All,Technology,2017-12-14,0.0,560.937730449562,0.0,2818.8433269021816,False
All,Technology,2017-12-15,0.0,735.2576083594961,0.0,3016.46211470774,False
All,Technology,2017-12-16,21.21,1008.7879976854399,0.0,3355.3458761235715,False
All,Technology,2017-12-17,165.6,1020.7943162588116,0.0,3366.276216609419,False
All,Technology,2017-12-18,1053.542,1062.962961001364,0.0,3559.4406076421383,False
All,Technology,2017-12-19,0.0,962.2452948308721,0.0,3408.751925369072,False
All,Technology,2017-12-20,66.3,905.2586860009169,0.0,3062.7633921762354,False
All,Technology,2017-12-21,0.0,606.1596796455968,0.0,2759.7692032993514,False
All,Technology,2017-12-22,11.56,760.8691353904644,0.0,3005.9489144339777,False
All,Technology,2017-12-23,4373.266,1011.3540756777584,0.0,3410.693072563373,False
All,Technology,2017-12-24,453.65,997.456802161906,0.0,3216.377989633187,False
All,Technology,2017-12-25,3646.054,1749.6635174786934,0.0,3892.4621790348087,False
All,Technology,2017-12-26,392.35400000000004,881.2314958451675,0.0,3221.104203802464,False
All,Technology,2017-12-27,40.0,793.9724768295855,0.0,3097.118273251244,False
All,Technology,2017-12-28,0.0,464.7053983669646,0.0,2842.396834254554,False
All,Technology,2017-12-29,0.0,590.1612295754506,0.0,2780.0467990727857,False
All,Technology,2017-12-30,0.0,813.1037232011251,0.0,3064.9833256057036,False
All,Technology,2017-12-31,302.376,774.137674305209,0.0,3282.9704725890733,False
All,Technology,2018-01-01,0.0,220.3110899308632,0.0,2429.3077078129004,False
All,Technology,2018-01-02,712.2900000000001,617.9549966990594,0.0,2862.2685859417297,False
All,Technology,2018-01-03,0.0,516.9866019093715,0.0,2932.3285011544076,False
All,Technology,2018-01-04,0.0,178.81015133623072,0.0,2502.376592580123,False
All,Technology,2018-01-05,0.0,300.47788249732366,0.0,2730.096335600531,False
All,Technology,2018-01-06,0.0,524.9476938646845,0.0,2844.3116416758266,False
All,Technology,2018-01-07,3059.982,492.88522871986663,0.0,2867.2263427156204,False
All,Technology,2018-01-08,0.0,497.2695077684866,0.0,2591.0588755836216,False
All,Technology,2018-01-09,0.0,366.2022648381267,0.0,2582.8093442960558,False
All,Technology,2018-01-10,0.0,287.27771213101016,0.0,2644.290411547176,False
All,Technology,2018-01-11,0.0,0.0,0.0,2340.308886402051,False
All,Technology,2018-01-12,0.0,127.12948555437993,0.0,2461.625273140336,False
All,Technology,2018-01-13,0.0,384.6615195199903,0.0,2806.535577646826,False
All,Technology,2018-01-14,528.688,387.9315203010255,0.0,2608.824651912196,False
All,Technology,2018-01-15,110.576,152.32014882790872,0.0,2542.8517553314573,False
All,Technology,2018-01-16,0.0,335.39142853396635,0.0,2659.3985505599308,False
All,Technology,2018-01-17,0.0,293.5249248365175,0.0,2649.930334358065,False
All,Technology,2018-01-18,0.0,17.543572188200073,0.0,2350.78535604043,False
All,Technology,2018-01-19,429.6,203.05956548363906,0.0,2549.0362333401604,False
All,Technology,2018-01-20,520.752,491.5376374054682,0.0,2765.8909218820972,False
All,Technology,2018-01-21,1315.883,522.1346652849213,0.0,2687.953923235813,False
All,Technology,2018-01-22,2999.95,586.3434797271843,0.0,2773.567435643755,False
All,Technology,2018-01-23,182.336,510.84005380579555,0.0,2753.68326743339,False
All,Technology,2018-01-24,110.352,481.8898278967001,0.0,2849.1339940351186,False
All,Technology,2018-01-25,0.0,213.2281428139387,0.0,2636.074772575325,False
All,Technology,2018-01-26,2939.93,400.2944591858465,0.0,2792.1655543076163,False
All,Technology,2018-01-27,317.898,684.524906076895,0.0,3098.456840426151,False
All,Technology,2018-01-28,689.88,705.1934753957248,0.0,3208.8326653429203,False
All,Technology,2018-01-29,0.0,754.0537495273909,0.0,2987.9993476264112,False
All,Technology,2018-01-30,2814.9359999999997,658.1803868033063,0.0,2964.6311550354503,False
All,Technology,2018-01-31,0.0,604.3662543042357,0.0,3019.5242215143985,False
All,Technology,2018-02-01,0.0,306.99040635003666,0.0,2553.761592374221,False
All,Technology,2018-02-02,299.954,462.2368956788814,0.0,2810.8825266638028,False
All,Technology,2018-02-03,0.0,712.3693453744276,0.0,2974.0346822699416,False
All,Technology,2018-02-04,0.0,697.5520470330662,0.0,2949.34763061001,False
All,Technology,2018-02-05,371.2,710.469979929531,0.0,3090.590319804638,False
All,Technology,2018-02-06,227.46,579.1475181928552,0.0,2883.3218662693257,False
All,Technology,2018-02-07,0.0,491.3222889642208,0.0,2682.1564856928776,False
All,Technology,2018-02-08,0.0,162.2899636070399,0.0,2275.5062168213144,False
All,Technology,2018-02-09,127.984,289.1005497997182,0.0,2475.682274356071,False
All,Technology,2018-02-10,0.0,514.8116753040655,0.0,2800.2192377363804,False
All,Technology,2018-02-11,88.776,480.29015906723725,0.0,2888.4182746649212,False
All,Technology,2018-02-12,0.0,478.8147484889822,0.0,2834.6310884176637,False
All,Technology,2018-02-13,799.96,338.8802155056445,0.0,2599.1182386949395,False
All,Technology,2018-02-14,0.0,248.5596310291839,0.0,2509.9502185468677,False
All,Technology,2018-02-15,0.0,0.0,0.0,2076.585915998707,False
All,Technology,2018-02-16,14.99,60.31816684659054,0.0,2477.8844447453243,False
All,Technology,2018-02-17,649.8820000000001,302.44414195772356,0.0,2513.6160861890535,False
All,Technology,2018-02-18,277.506,290.33389864278456,0.0,2595.312585198392,False
All,Technology,2018-02-19,0.0,365.4900261869772,0.0,2671.8051594507556,False
All,Technology,2018-02-20,581.536,210.03442567554168,0.0,2401.017913159028,False
All,Technology,2018-02-21,47.904,157.2463188971832,0.0,2498.25150106487,False
All,Technology,2018-02-22,0.0,0.0,0.0,2214.213563808126,False
All,Technology,2018-02-23,71.96,54.30946488027223,0.0,2366.14211598058,False
All,Technology,2018-02-24,1319.8,342.4761536027955,0.0,2548.044200191509,False
All,Technology,2018-02-25,0.0,377.4216616381415,0.0,2691.394144714355,False
All,Technology,2018-02-26,1148.112,451.06460271584285,0.0,2789.035160887137,False
All,Technology,2018-02-27,0.0,390.4071581995142,0.0,2549.420947168042,False
All,Technology,2018-02-28,0.0,381.9319778359128,0.0,2669.310933506625,False
All,Technology,2018-03-01,0.0,139.4753884615434,0.0,2360.847161448999,False
All,Technology,2018-03-02,676.716,358.45676010898205,0.0,2517.0291103084023,False
All,Technology,2018-03-03,1149.42,680.1686927505145,0.0,2893.7154553644045,False
All,Technology,2018-03-04,0.0,743.6184044507611,0.0,3025.102572687118,False
All,Technology,2018-03-05,299.97,840.1722213959973,0.0,3115.9851423607497,False
All,Technology,2018-03-06,206.384,796.4023458854412,0.0,3068.852336167692,False
All,Technology,2018-03-07,49.08,798.49169305127,0.0,3191.5706972351472,False
All,Technology,2018-03-08,0.0,560.111842026397,0.0,2730.547429239544,False
All,Technology,2018-03-09,679.9639999999999,776.6538875820806,0.0,3226.6008236348025,False
All,Technology,2018-03-10,201.85199999999998,1089.5168753451194,0.0,3431.143441095394,False
All,Technology,2018-03-11,840.73,1137.9443027127816,0.0,3516.3118698824574,False
All,Technology,2018-03-12,69.93,1213.660764925707,0.0,3627.0103168557216,False
All,Technology,2018-03-13,1867.908,1143.708173094677,0.0,3325.6213626342337,False
All,Technology,2018-03-14,49.616,1114.8376496940487,0.0,3486.4621822303793,False
All,Technology,2018-03-15,0.0,841.372517711735,0.0,3269.6298361413064,False
All,Technology,2018-03-16,1309.776,1019.4225782977207,0.0,3357.179441800571,False
All,Technology,2018-03-17,248.36,1291.1548159455479,0.0,3466.0018188866943,False
All,Technology,2018-03-18,565.36,1296.6114701742408,0.0,3429.2179154160103,False
All,Technology,2018-03-19,957.004,1328.3280322207063,0.0,3691.366129766847,False
All,Technology,2018-03-20,503.93,1214.1510618583852,0.0,3544.8346770000303,False
All,Technology,2018-03-21,0.0,1141.6123819881107,0.0,3326.610694657167,False
All,Technology,2018-03-22,0.0,825.7754895626351,0.0,3186.7214973010127,False
All,Technology,2018-03-23,13999.96,963.4347665699916,0.0,3126.9745607329123,False
All,Technology,2018-03-24,495.99,1197.3729557277138,0.0,3423.6069721821714,False
All,Technology,2018-03-25,1161.528,1168.1681283672333,0.0,3440.804351160613,False
All,Technology,2018-03-26,2717.13,1168.8029142270857,0.0,3396.0189680277417,False
All,Technology,2018-03-27,246.09199999999998,1027.476038302652,0.0,3385.979774558015,False
All,Technology,2018-03-28,532.72,931.9728019017291,0.0,3325.4520201122427,False
All,Technology,2018-03-29,0.0,597.5103560230972,0.0,3087.954253011074,False
All,Technology,2018-03-30,164.792,720.9382917420616,0.0,3028.9575378110967,False
All,Technology,2018-03-31,4434.41,944.9998879339829,0.0,3138.0462707157726,False
All,Technology,2018-04-01,4823.96,910.145059169589,0.0,3311.9252835134375,False
All,Technology,2018-04-02,360.0,909.1475351728441,0.0,3282.9504577819184,False
All,Technology,2018-04-03,0.0,769.9260327514608,0.0,3005.6263131001383,False
All,Technology,2018-04-04,544.0799999999999,679.925736316703,0.0,3184.2103702726795,False
All,Technology,2018-04-05,0.0,353.97558703569285,0.0,2688.2225789981226,False
All,Technology,2018-04-06,0.0,488.5015405771983,0.0,2752.147618110538,False
All,Technology,2018-04-07,837.16,725.8007629657077,0.0,2851.4432594016384,False
All,Technology,2018-04-08,0.0,705.8674410643144,0.0,3103.221613101157,False
All,Technology,2018-04-09,0.0,721.0223873164217,0.0,3168.0935006993022,False
All,Technology,2018-04-10,195.726,598.7458720728519,0.0,2872.170791352007,False
All,Technology,2018-04-11,227.07,526.0697047434066,0.0,2765.1847280980514,False
All,Technology,2018-04-12,0.0,217.44380915650987,0.0,2642.1942028073013,False
All,Technology,2018-04-13,0.0,368.95724479602217,0.0,2673.737115861188,False
All,Technology,2018-04-14,0.0,622.6184861886495,0.0,2824.17177202212,False
All,Technology,2018-04-15,0.0,618.1855338847955,0.0,2926.8462446667927,False
All,Technology,2018-04-16,25.98,647.7979891790956,0.0,3171.3530864156687,False
All,Technology,2018-04-17,2824.875,538.8105339230375,0.0,3021.441812601752,False
All,Technology,2018-04-18,0.0,478.18389829906744,0.0,2863.985001338043,False
All,Technology,2018-04-19,0.0,180.34867398188055,0.0,2497.050968125295,False
All,Technology,2018-04-20,122.382,341.422082024069,0.0,2503.971506171096,False
All,Technology,2018-04-21,59.516,603.4827051543242,0.0,2839.2933975273586,False
All,Technology,2018-04-22,0.0,606.3939880630682,0.0,2852.554475961123,False
All,Technology,2018-04-23,200.748,642.4288929829494,0.0,2929.593146870989,False
All,Technology,2018-04-24,621.98,539.0954236185671,0.0,2779.712498184799,False
All,Technology,2018-04-25,107.97,483.51938005629,0.0,2682.264051665531,False
All,Technology,2018-04-26,0.0,190.29998105038032,0.0,2454.0578728448227,False
All,Technology,2018-04-27,0.0,355.7187328194633,0.0,2671.442906917247,False
All,Technology,2018-04-28,751.984,622.0068065691737,0.0,2788.4452625640556,False
All,Technology,2018-04-29,0.0,629.1619563064482,0.0,3008.5692071317653,False
All,Technology,2018-04-30,679.956,669.5675611920617,0.0,2944.8753157932483,False
All,Technology,2018-05-01,48.9,570.8136660957329,0.0,2920.458209340058,False
All,Technology,2018-05-02,159.56,520.0765030362581,0.0,2908.136139649277,False
All,Technology,2018-05-03,0.0,231.97220663056765,0.0,2563.0756085571893,False
All,Technology,2018-05-04,183.96,402.7651345804846,0.0,2697.573452713658,False
All,Technology,2018-05-05,0.0,674.6360424832817,0.0,3173.498758922502,False
All,Technology,2018-05-06,1227.88,687.5010880356804,0.0,2945.164344643997,False
All,Technology,2018-05-07,499.934,733.6341515058662,0.0,3119.5459556828137,False
All,Technology,2018-05-08,3359.952,640.4922117076788,0.0,2921.5930129796907,False
All,Technology,2018-05-09,199.98,595.1000936008147,0.0,2792.2930684097696,False
All,Technology,2018-05-10,0.0,311.91010778721426,0.0,2575.4371852360246,False
All,Technology,2018-05-11,0.0,487.0167803193037,0.0,2695.2355347639073,False
All,Technology,2018-05-12,87.4,762.4316967972666,0.0,2982.220465661605,False
All,Technology,2018-05-13,587.97,777.9092051131971,0.0,3085.691628924323,False
All,Technology,2018-05-14,2037.862,825.5752350586358,0.0,2956.800274696591,False
All,Technology,2018-05-15,40.711999999999996,732.7587545350548,0.0,3083.3758591896026,False
All,Technology,2018-05-16,0.0,686.3819750717573,0.0,3071.473627335803,False
All,Technology,2018-05-17,0.0,400.82464573072616,0.0,2805.9237835137756,False
All,Technology,2018-05-18,586.432,572.142480335911,0.0,2921.2876358981025,False
All,Technology,2018-05-19,1186.0320000000002,842.3446207297144,0.0,3099.098016459753,False
All,Technology,2018-05-20,1466.328,851.2207947958016,0.0,3138.893561286552,False
All,Technology,2018-05-21,0.0,890.9703797886148,0.0,3226.048482963885,False
All,Technology,2018-05-22,68.46,789.0328820929528,0.0,3075.501655266235,False
All,Technology,2018-05-23,0.0,732.4759763697186,0.0,3075.5476769064976,False
All,Technology,2018-05-24,0.0,435.85651099616763,0.0,2712.4342448160255,False
All,Technology,2018-05-25,120.0,595.4346276116048,0.0,3021.81537574576,False
All,Technology,2018-05-26,23.08,853.4460318346227,0.0,3205.5022099633434,False
All,Technology,2018-05-27,967.698,849.9232352657247,0.0,3208.7260762189712,False
All,Technology,2018-05-28,522.296,661.9005176686821,0.0,3073.9039141891053,False
All,Technology,2018-05-29,0.0,763.3258325741191,0.0,3121.3298881756336,False
All,Technology,2018-05-30,192.152,695.2654679846595,0.0,3055.0201804983863,False
All,Technology,2018-05-31,0.0,387.9346465784776,0.0,2592.9393948698407,False
All,Technology,2018-06-01,282.236,537.8168547546812,0.0,2843.788725826663,False
All,Technology,2018-06-02,2.97,787.3476749328947,0.0,3091.9850377745743,False
All,Technology,2018-06-03,2043.262,776.7306095931361,0.0,2974.0665036917826,False
All,Technology,2018-06-04,71.984,798.5550954756886,0.0,3391.986360492288,False
All,Technology,2018-06-05,470.376,680.6165517715364,0.0,2962.1617083299784,False
All,Technology,2018-06-06,0.0,610.2949172738388,0.0,2921.0287188656034,False
All,Technology,2018-06-07,0.0,302.4073652835302,0.0,2667.078886953382,False
All,Technology,2018-06-08,488.64,453.41558735956596,0.0,2778.8392369491407,False
All,Technology,2018-06-09,0.0,705.6928805329828,0.0,3046.4168018671085,False
All,Technology,2018-06-10,501.256,699.342004166234,0.0,2878.055465900662,False
All,Technology,2018-06-11,385.8,726.8162907196811,0.0,3080.018142122422,False
All,Technology,2018-06-12,135.89600000000002,615.7437532928466,0.0,2838.832185705065,False
All,Technology,2018-06-13,47.984,553.3105158939259,0.0,2727.1415687056106,False
All,Technology,2018-06-14,0.0,254.1191023630737,0.0,2481.6337023748592,False
All,Technology,2018-06-15,2647.848,414.4018032633533,0.0,2865.037655352563,False
All,Technology,2018-06-16,737.922,676.2941701070333,0.0,3020.536243101424,False
All,Technology,2018-06-17,3505.84,679.6594102690967,0.0,2807.559223335635,False
All,Technology,2018-06-18,0.0,716.7159723519983,0.0,2955.557439343927,False
All,Technology,2018-06-19,225.448,614.8678747455714,0.0,2822.165128115054,False
All,Technology,2018-06-20,893.88,561.093923390214,0.0,2728.9963826891494,False
All,Technology,2018-06-21,0.0,269.8111902469728,0.0,2569.0587279068104,False
All,Technology,2018-06-22,0.0,437.09282784404536,0.0,2715.432994183321,False
All,Technology,2018-06-23,0.0,704.9451499452744,0.0,3128.5684873463088,False
All,Technology,2018-06-24,0.0,713.1346603889399,0.0,2969.7271986988194,False
All,Technology,2018-06-25,148.48,753.8172590409076,0.0,3011.369301205871,False
All,Technology,2018-06-26,2119.934,654.3691487908584,0.0,2852.535146199001,False
All,Technology,2018-06-27,1287.45,601.7755932642772,0.0,2905.4966688357717,False
All,Technology,2018-06-28,0.0,310.49293236821495,0.0,2528.5811907817138,False
All,Technology,2018-06-29,62.31,476.66399708972756,0.0,2901.756640225944,False
All,Technology,2018-06-30,1001.584,742.3919476419597,0.0,3009.5950289909288,False
All,Technology,2018-07-01,0.0,747.5633356998194,0.0,2863.9875334720264,False
All,Technology,2018-07-02,0.0,784.4727590451917,0.0,3237.760681608474,False
All,Technology,2018-07-03,5486.942,680.6487878939678,0.0,2968.052169904441,False
All,Technology,2018-07-04,0.0,403.7644945790977,0.0,2866.235455049527,False
All,Technology,2018-07-05,79.96,326.85905516025,0.0,2639.6617639579467,False
All,Technology,2018-07-06,0.0,487.8180670997262,0.0,2819.5350253163433,False
All,Technology,2018-07-07,1480.684,748.3722218388573,0.0,3121.1832133083976,False
All,Technology,2018-07-08,191.9,748.5508402906286,0.0,3150.0473811863912,False
All,Technology,2018-07-09,257.98,780.7754487988832,0.0,3111.074746362413,False
All,Technology,2018-07-10,0.0,672.682305591167,0.0,2741.8792309088235,False
All,Technology,2018-07-11,1492.002,611.503274910765,0.0,2933.6680457155644,False
All,Technology,2018-07-12,0.0,311.92069853678845,0.0,2488.3300856396545,False
All,Technology,2018-07-13,39.594,470.27662051074833,0.0,2774.4916646944175,False
All,Technology,2018-07-14,2501.292,728.8415688423057,0.0,3081.564687313218,False
All,Technology,2018-07-15,41.9,727.6338346674187,0.0,3046.2954904408543,False
All,Technology,2018-07-16,0.0,759.0417128276979,0.0,3103.2315909618883,False
All,Technology,2018-07-17,749.9639999999999,650.6484323044128,0.0,2810.227330262484,False
All,Technology,2018-07-18,599.97,589.6160939558084,0.0,2835.260975066218,False
All,Technology,2018-07-19,0.0,290.54414893098027,0.0,2543.9355496492453,False
All,Technology,2018-07-20,389.97,449.6826403771165,0.0,2710.586122156477,False
All,Technology,2018-07-21,2180.6440000000002,709.2052666587352,0.0,2934.8978613197282,False
All,Technology,2018-07-22,29.97,709.0330535274529,0.0,3087.2993810270546,False
All,Technology,2018-07-23,559.7,741.4609437638139,0.0,2937.0599933143108,False
All,Technology,2018-07-24,2399.96,633.9868800003943,0.0,2894.176638743784,False
All,Technology,2018-07-25,0.0,573.6995531826022,0.0,2746.4518441580576,False
All,Technology,2018-07-26,1649.95,275.140217483123,0.0,2489.8659120266825,False
All,Technology,2018-07-27,778.8699999999999,434.5186784733331,0.0,2832.1373937816993,False
All,Technology,2018-07-28,1145.6,693.988417434225,0.0,2871.686135518847,False
All,Technology,2018-07-29,699.332,693.4715673940497,0.0,2999.1878432352264,False
All,Technology,2018-07-30,89.95,725.2860033724347,0.0,3010.9053713399935,False
All,Technology,2018-07-31,363.79200000000003,616.9741036583939,0.0,2882.090667284608,False
All,Technology,2018-08-01,1807.926,555.6893634298892,0.0,2928.1934304961765,False
All,Technology,2018-08-02,0.0,256.0562977234109,0.0,2538.9696941884504,False
All,Technology,2018-08-03,39.816,414.38380281913703,0.0,2770.146460197249,False
All,Technology,2018-08-04,0.0,672.9370251472435,0.0,2929.9399541010794,False
All,Technology,2018-08-05,79.78,671.758560621746,0.0,2887.200071728745,False
All,Technology,2018-08-06,824.95,703.2913716914483,0.0,3030.277501344717,False
All,Technology,2018-08-07,1187.0,595.2031171656515,0.0,2925.2018749350414,False
All,Technology,2018-08-08,0.0,534.7682231725073,0.0,2846.5958881076835,False
All,Technology,2018-08-09,0.0,236.72328333618646,0.0,2464.0751276765786,False
All,Technology,2018-08-10,1454.49,397.4761073626668,0.0,2810.184674415595,False
All,Technology,2018-08-11,153.584,659.3736114221925,0.0,3063.157087811635,False
All,Technology,2018-08-12,717.564,662.5195069533338,0.0,2894.0183378526895,False
All,Technology,2018-08-13,1.584,699.3942939333126,0.0,2932.6669146689187,False
All,Technology,2018-08-14,0.0,597.6773536700614,0.0,2885.7428564419433,False
All,Technology,2018-08-15,0.0,544.6275473636694,0.0,3052.203524161471,False
All,Technology,2018-08-16,0.0,254.9379618287693,0.0,2593.3992876998027,False
